"The Loco Motion|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30822","The Loco Motion","Little Eva","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-350 The Loco Motion 2.mp3"
"The Loco Motion|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30824","The Loco Motion","Little Eva","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-350 The Loco Motion.mp3"
"The Great Pretender|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30826","The Great Pretender","The Platters","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-351 The Great Pretender 2.mp3"
"The Great Pretender|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30828","The Great Pretender","The Platters","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-351 The Great Pretender.mp3"
"The Bottom Half|Jimmy Stewart 2007","2","28756","The Bottom Half","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-07-The Bottom Half.mp3"
"The Bottom Half|Jimmy Stewart 2007","2","28768","The Bottom Half","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-14-The Bottom Half.mp3"
"Ridin' in the Moonlight [Audition Acetate]|Sings the Blues","2","10908","Ridin' in the Moonlight [Audition Acetate]","Howlin' Wolf",,"Sings the Blues","P:\FANTOM HDS721010CLA332\Media\Music\Howlin' Wolf\Sings the Blues\15 - Ridin' in the Moonlight [Audition Acetate].mp3"
"Ridin' in the Moonlight [Audition Acetate]|Sings the Blues","2","10914","Ridin' in the Moonlight [Audition Acetate]","Howlin' Wolf",,"Sings the Blues","P:\FANTOM HDS721010CLA332\Media\Music\Howlin' Wolf\Sings the Blues\18 - Ridin' in the Moonlight [Audition Acetate].mp3"
"Statesboro Blues (live)|Stand Back: the Anthology","2","23248","Statesboro Blues (live)","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\09 Statesboro Blues [Live].mp3"
"Statesboro Blues (live)|Stand Back: the Anthology","2","32540","Statesboro Blues (live)","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-09 Statesboro Blues (live).m4a"
"Bellwether|Live at All Good Music Festival","2","16334","Bellwether","Lotus","Lotus","Live at All Good Music Festival","P:\FANTOM HDS721010CLA332\Media\Music\Lotus\Live at All Good Music Festival\03 - Bellwether.mp3"
"Bellwether|Live at All Good Music Festival","2","16348","Bellwether","Lotus","Lotus","Live at All Good Music Festival","P:\FANTOM HDS721010CLA332\Media\Music\Lotus\Live at All Good Music Festival\06 - Bellwether.mp3"
"Easy Wind A|30 Days of Dead","2","9448","Easy Wind A","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\easywinda.mp3"
"Easy Wind A|30 Days of Dead","2","25714","Easy Wind A","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\easywinda.mp3"
"Lonesome Ruben|Strictly Instrumental","2","8210","Lonesome Ruben","Flatt & Scruggs with Doc Watson","Flatt & Scruggs","Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs\Strictly Instrumental\08-Lonesome Ruben.mp3"
"Lonesome Ruben|Strictly Instrumental","2","8332","Lonesome Ruben","Flatt & Scruggs with Doc Watson",,"Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs with Doc Watson\Strictly Instrumental\08 - Lonesome Ruben.mp3"
"Let It Grow|30 Days of Dead","2","9456","Let It Grow","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\letitgrow.mp3"
"Let It Grow|30 Days of Dead","2","25722","Let It Grow","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\letitgrow.mp3"
"Careless Love|Strictly Instrumental","2","8214","Careless Love","Flatt & Scruggs With Doc Watson","Flatt & Scruggs","Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs\Strictly Instrumental\10-Careless Love.mp3"
"Careless Love|Strictly Instrumental","2","8336","Careless Love","Flatt & Scruggs with Doc Watson",,"Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs with Doc Watson\Strictly Instrumental\10 - Careless Love.mp3"
"Drunken Hearted Man|The Complete Recordings","2","21550","Drunken Hearted Man","Robert Johnson","Robert Johnson","The Complete Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Robert Johnson\The Complete Recordings\10 - Drunken Hearted Man.mp3"
"Drunken Hearted Man|The Complete Recordings","2","21552","Drunken Hearted Man","Robert Johnson","Robert Johnson","The Complete Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Robert Johnson\The Complete Recordings\11 - Drunken Hearted Man [-2].mp3"
"Born Cross-Eyed|Anthem of the Sun","2","9532","Born Cross-Eyed","Grateful Dead","Grateful Dead","Anthem of the Sun","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Anthem of the Sun\03 Born Cross-Eyed.mp3"
"Born Cross-Eyed|Anthem of the Sun","2","9544","Born Cross-Eyed","Grateful Dead","Grateful Dead","Anthem of the Sun","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\Anthem of the Sun\09 Born Cross-Eyed (Single Version).mp3"
"Too Far Apart|A.M.","2","31616","Too Far Apart","Wilco",,"A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\13-Too Far Apart.mp3"
"Too Far Apart|A.M.","2","31642","Too Far Apart","Wilco","Wilco","A.M.","P:\FANTOM HDS721010CLA332\Media\Music\Wilco\A.M\Wilco - A.M. - 13 - Too Far Apart.mp3"
"1952 Vincent Black Lightning|Del and the Boys","2","7088","1952 Vincent Black Lightning","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\01 - 1952 Vincent Black Lightning.mp3"
"1952 Vincent Black Lightning|Del and the Boys","2","24948","1952 Vincent Black Lightning","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-01-1952 Vincent Black Lightning.mp3"
"Heroin|1969: Velvet Underground Live","2","27330","Heroin","The Velvet Underground","The Velvet Underground","1969: Velvet Underground Live","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\1969 Velvet Underground Live\1-10 Heroin.mp3"
"Heroin|1969: Velvet Underground Live","2","27336","Heroin","The Velvet Underground","The Velvet Underground","1969: Velvet Underground Live","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\1969 Velvet Underground Live\2-03 Heroin.mp3"
"It's Not My Cross to Bear|Stand Back: the Anthology","2","23218","It's Not My Cross to Bear","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\02 It's Not My Cross to Bear.mp3"
"It's Not My Cross to Bear|Stand Back: the Anthology","2","32510","It's Not My Cross to Bear","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-02 It's Not My Cross to Bear.m4a"
"Run Like an Antelope >|Live Phish, Volume 02","2","18534","Run Like an Antelope >","Phish","Phish","Live Phish, Volume 02","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 02\01 Run Like An Antelope 1.mp3"
"Run Like an Antelope >|Live Phish, Volume 02","2","18546","Run Like an Antelope >","Phish","Phish","Live Phish, Volume 02","P:\FANTOM HDS721010CLA332\Media\Music\Phish\Live Phish, Volume 02\03 Run Like An Antelope.mp3"
"The Night They Drove Old Dixie Down|Legion Of Mary","2","36994","The Night They Drove Old Dixie Down","GarciaLive","Jerry Garcia","Legion Of Mary","P:\FANTOM HDS721010CLA332\Media\Music\Jerry Garcia\Legion Of Mary\02 - The Night They Drove Old Dixie Down.mp3"
"The Night They Drove Old Dixie Down|Legion Of Mary","2","37002","The Night They Drove Old Dixie Down","GarciaLive","Jerry Garcia","Legion Of Mary","P:\FANTOM HDS721010CLA332\Media\Music\Jerry Garcia\Legion Of Mary\03 - The Night They Drove Old Dixie Down.mp3"
"Recovering Pharisee|Del and the Boys","2","7098","Recovering Pharisee","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\06 - Recovering Pharisee.mp3"
"Recovering Pharisee|Del and the Boys","2","24958","Recovering Pharisee","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-06-Recovering Pharisee.mp3"
"Segue 1|We Walk This Road","2","20886","Segue 1","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\01-Segue 1.mp3"
"Segue 1|We Walk This Road","2","21698","Segue 1","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\01-robert_randolph_and_the_family_band-segue_1.mp3"
"My Brother Esau|30 Days of Dead","2","9460","My Brother Esau","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\mybrotheresau.mp3"
"My Brother Esau|30 Days of Dead","2","25726","My Brother Esau","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\mybrotheresau.mp3"
"Take Five|Time Out","2","24868","Take Five","The Dave Brubeck Quartet","The Dave Brubeck Quartet","Time Out","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out\03 Take Five .mp3"
"Take Five|Time Out","2","24892","Take Five","The Dave Brubeck Quartet","The Dave Brubeck Quartet","Time Out","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out\[08].Take Five.mp3"
"Intentions Clear|Jimmy Stewart 2007","2","28760","Intentions Clear","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-09-Intentions Clear.mp3"
"Intentions Clear|Jimmy Stewart 2007","2","28790","Intentions Clear","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-25-Intentions Clear.mp3"
"Pale Blue Eyes|The Velvet Underground","2","27682","Pale Blue Eyes","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\04 - Pale Blue Eyes.mp3"
"Pale Blue Eyes|The Velvet Underground","2","27684","Pale Blue Eyes","The Velvet Underground","The Velvet Underground","The Velvet Underground","P:\FANTOM HDS721010CLA332\Media\Music\The Velvet Underground\The Velvet Underground\04 Pale Blue Eyes.mp3"
"The Music Never Stopped|30 Days of Dead","2","9486","The Music Never Stopped","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\themusicneverstopped.mp3"
"The Music Never Stopped|30 Days of Dead","2","25752","The Music Never Stopped","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\themusicneverstopped.mp3"
"Revival|Stand Back: the Anthology","2","23236","Revival","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\06 Revival.mp3"
"Revival|Stand Back: the Anthology","2","32528","Revival","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-06 Revival.m4a"
"Blue Rondo A La Turk|Time Out (50th Anniversary)","2","24894","Blue Rondo A La Turk","The Dave Brubeck Quartet",,"Time Out (50th Anniversary)","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out (50th Anniversary)\The Dave Brubeck Quartet-Time Out (50th Anniversary)-01-Blue Rondo A La Turk.mp3"
"Blue Rondo A La Turk|Time Out (50th Anniversary)","2","24920","Blue Rondo A La Turk","The Dave Brubeck Quartet",,"Time Out (50th Anniversary)","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out (50th Anniversary)\The Dave Brubeck Quartet-Time Out (50th Anniversary)-14-Blue Rondo A La Turk.mp3"
"If I Had My Way|We Walk This Road","2","20900","If I Had My Way","Randolph, Robert & The Family Band",,"We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Randolph, Robert & The Family Band\We Walk This Road\08-If I Had My Way.mp3"
"If I Had My Way|We Walk This Road","2","21712","If I Had My Way","Robert Randolph & The Family Band","Robert Randolph & The Family Band","We Walk This Road","P:\FANTOM HDS721010CLA332\Media\Music\Robert Randolph & The Family Band\We Walk This Road\08-robert_randolph_and_the_family_band-if_i_had_my_way.mp3"
"That Lady|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30814","That Lady","The Isley Brothers","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-348 That Lady 2.mp3"
"That Lady|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30816","That Lady","The Isley Brothers","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-348 That Lady.mp3"
"Oh Death|The Definitive Charley Patton: Moon Going Down","2","6024","Oh Death","Charley Patton","Charley Patton","The Definitive Charley Patton: Moon Going Down","P:\FANTOM HDS721010CLA332\Media\Music\Charley Patton\The Definitive Charley Patton Moon Going Down\21-Oh Death.mp3"
"Oh Death|The Definitive Charley Patton: Moon Going Down","2","6026","Oh Death","Pace Jubilee Singers","Charley Patton","The Definitive Charley Patton: Moon Going Down","P:\FANTOM HDS721010CLA332\Media\Music\Charley Patton\The Definitive Charley Patton Moon Going Down\22-Oh Death.mp3"
"'Round the Wheel|'Round the Wheel","2","27078","'Round the Wheel","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\10 'Round The Wheel.m4a"
"'Round the Wheel|'Round the Wheel","2","27080","'Round the Wheel","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\10 - String Cheese Incident - 'Round The Wheel.mp3"
"Good Times Around the Bend|'Round the Wheel","2","27082","Good Times Around the Bend","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\11 - String Cheese Incident - Good Times Around the Bend.mp3"
"Good Times Around the Bend|'Round the Wheel","2","27084","Good Times Around the Bend","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\11 Good Times Around The Bend.m4a"
"John Hardy Was a Desperate Little Man|Strictly Instrumental","2","8208","John Hardy Was a Desperate Little Man","Flatt & Scruggs With Doc Watson","Flatt & Scruggs","Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs\Strictly Instrumental\07-John Hardy Was a Desperate Little Man.mp3"
"John Hardy Was a Desperate Little Man|Strictly Instrumental","2","8330","John Hardy Was a Desperate Little Man","Flatt & Scruggs with Doc Watson",,"Strictly Instrumental","P:\FANTOM HDS721010CLA332\Media\Music\Flatt & Scruggs with Doc Watson\Strictly Instrumental\07 - John Hardy Was a Desperate Little Man.mp3"
"Pork Chops & Pasta|It's About Time","2","11382","Pork Chops & Pasta","Jack McDuff & Joey DeFrancesco","Jack McDuff & Joey DeFrancesco","It's About Time","P:\FANTOM HDS721010CLA332\Media\Music\Jack McDuff & Joey DeFrancesco\It's About Time\Jack McDuff & Joey DeFrancesco-It's About Time-01-Pork Chops & Pasta(1).mp3"
"Pork Chops & Pasta|It's About Time","2","11384","Pork Chops & Pasta","Jack McDuff & Joey DeFrancesco","Jack McDuff & Joey DeFrancesco","It's About Time","P:\FANTOM HDS721010CLA332\Media\Music\Jack McDuff & Joey DeFrancesco\It's About Time\Jack McDuff & Joey DeFrancesco-It's About Time-01-Pork Chops & Pasta.mp3"
"Blue Rondo a la Turk|Time Out","2","24864","Blue Rondo a la Turk","The Dave Brubeck Quartet","The Dave Brubeck Quartet","Time Out","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out\01 Blue Rondo a La Turk .mp3"
"Blue Rondo a la Turk|Time Out","2","24890","Blue Rondo a la Turk","The Dave Brubeck Quartet","The Dave Brubeck Quartet","Time Out","P:\FANTOM HDS721010CLA332\Media\Music\The Dave Brubeck Quartet\Time Out\[07].Blue Rondo a La Turk.mp3"
"All Shook Up|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30830","All Shook Up","Elvis Presley","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-352 All Shook Up 2.mp3"
"All Shook Up|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30832","All Shook Up","Elvis Presley","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-352 All Shook Up.mp3"
"Stand Back|Stand Back: the Anthology","2","23268","Stand Back","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\14 Stand Back.mp3"
"Stand Back|Stand Back: the Anthology","2","32560","Stand Back","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-14 Stand Back.m4a"
"Winner of the|Brighten the Corners","2","17486","Winner of the","Pavement","Pavement","Brighten the Corners","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Brighten the Corners\08 Winner of The.mp3"
"Winner of the|Brighten the Corners","2","17522","Winner of the","Pavement","Pavement","Brighten the Corners","P:\FANTOM HDS721010CLA332\Media\Music\Pavement\Brighten the Corners\17 Winner of The.mp3"
"Restless Wind|'Round the Wheel","2","27050","Restless Wind","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\03 - String Cheese Incident - Restless Wind.mp3"
"Restless Wind|'Round the Wheel","2","27052","Restless Wind","The String Cheese Incident","The String Cheese Incident","'Round the Wheel","P:\FANTOM HDS721010CLA332\Media\Music\The String Cheese Incident\'Round the Wheel\03 Restless Wind.m4a"
"Nemo|Jimmy Stewart 2007","2","28764","Nemo","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-11-Nemo.mp3"
"Nemo|Jimmy Stewart 2007","2","28766","Nemo","Umphrey's McGee","Umphrey's McGee","Jimmy Stewart 2007","P:\FANTOM HDS721010CLA332\Media\Music\Umphrey's McGee\Jimmy Stewart 2007\Umphrey's McGee-Jimmy Stewart 2007-13-Nemo.mp3"
"Tears In Heaven|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30834","Tears In Heaven","Eric Clapton","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-353 Tears In Heaven 2.mp3"
"Tears In Heaven|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30836","Tears In Heaven","Eric Clapton","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-353 Tears In Heaven.mp3"
"I Mean You|The Complete Blue Note Recordings","2","28306","I Mean You","Thelonious Monk","Thelonious Monk","The Complete Blue Note Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Thelonious Monk\The Complete Blue Note Recordings\04 - I Mean You.mp3"
"I Mean You|The Complete Blue Note Recordings","2","28330","I Mean You","Thelonious Monk","Thelonious Monk","The Complete Blue Note Recordings","P:\FANTOM HDS721010CLA332\Media\Music\Thelonious Monk\The Complete Blue Note Recordings\08 - I Mean You.mp3"
"Blue Sky|Stand Back: the Anthology","2","23270","Blue Sky","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\15 Blue Sky.mp3"
"Blue Sky|Stand Back: the Anthology","2","32562","Blue Sky","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\1-15 Blue Sky.m4a"
"Walk This Way|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30668","Walk This Way","Run Dmc","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\3-287 Walk This Way.mp3"
"Walk This Way|The Rolling Stone Magazines 500 Greatest Songs Of All Time","2","30766","Walk This Way","Aerosmith","Various Artists","The Rolling Stone Magazines 500 Greatest Songs Of All Time","P:\FANTOM HDS721010CLA332\Media\Music\Various Artists\The Rolling Stone Magazines 500 Greatest Songs Of All Time\4-336 Walk This Way.mp3"
"Playin' in the Band|30 Days of Dead","2","9468","Playin' in the Band","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\Grateful Dead\30 Days of Dead\playingintheband.mp3"
"Playin' in the Band|30 Days of Dead","2","25734","Playin' in the Band","Grateful Dead","Grateful Dead","30 Days of Dead","P:\FANTOM HDS721010CLA332\Media\Music\The Grateful Dead\30 Days of Dead\playingintheband.mp3"
"Unequal Love|Del and the Boys","2","7106","Unequal Love","The Del McCoury Band","Del McCoury","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\Del Mccoury\Del and the Boys\10 - Unequal Love.mp3"
"Unequal Love|Del and the Boys","2","24966","Unequal Love","The Del McCoury Band","The Del McCoury Band","Del and the Boys","P:\FANTOM HDS721010CLA332\Media\Music\The Del McCoury Band\Del and the Boys\The Del McCoury Band-Del and the Boys-10-Unequal Love.mp3"
"Never Knew How Much (I Needed You)|Stand Back: the Anthology","2","23254","Never Knew How Much (I Needed You)","The Allman Brothers Band","The Allman Brothers Band","Stand Back: the Anthology","P:\FANTOM HDS721010CLA332\Media\Music\The Allman Brothers Band\Stand Back The Anthology\11 Never Knew How Much (I Needed You).mp3"
"Never Knew How Much (I Needed You)|Stand Back: the Anthology","2","32546","Never Knew How Much (I Needed You)","The Allman Brothers Band",,"Stand Back: the Anthology","C:\Users\Glen\Music\iTunes\iTunes Media\Music\The Allman Brothers Band\Stand Back_ the Anthology\2-11 Never Knew How Much (I Needed Y.m4a"
